model,first_reg,fuel,mileage_km,seller_type,swift,price,power_hp
c 200,1/01/2015,0,150000,1,1,17500,136
c 220,1/01/2011,0,89000,0,0,12900,170
b 180,1/06/2014,0,82567,0,1,16100,109
a 180,1/05/2020,0,80000,0,0,28700,116
e 250,1/03/2015,0,133095,1,0,18000,204
c 250,1/10/2016,0,87000,1,0,31000,204
a 200,1/12/2017,0,89900,0,0,21900,136
gla 220,1/02/2018,0,75000,1,1,28500,177
glc 250,1/11/2018,0,91000,0,0,42500,204
cls 350,1/11/2019,0,216419,0,0,41500,286
c 220,1/02/2019,0,193600,0,0,28900,194
a 200,1/03/2020,0,21000,1,0,35000,150
cla 200,1/02/2021,0,42000,0,0,34900,150
e 220,1/10/2017,0,62274,0,1,37400,194
b 200,1/01/2019,0,44400,0,1,34900,136
c 250,1/10/2016,0,175000,1,1,23500,204
glc 250,1/02/2017,0,127245,1,1,39000,204
gle 300,1/11/2019,0,51000,1,1,66900,245
gla 180,1/03/2015,0,96000,1,1,16500,109
ml 250,1/12/2012,0,330000,1,1,18500,204
c 220,1/06/2019,0,93590,0,0,33900,194
a 200,1/07/2015,0,84000,1,0,22000,169
e 220,1/06/2017,0,202000,0,0,26500,194
b 180,1/05/2021,0,49510,0,0,31200,116
cla 200,1/07/2018,0,43500,1,0,27500,136
c 220,1/10/2014,0,87632,0,1,18000,170
glk 250,1/06/2011,0,209000,0,0,10600,204
a 180,1/02/2017,0,104207,0,1,17500,109
cla 180,1/12/2019,0,27098,0,0,31900,116
s1rinter,1/08/2017,0,135844,0,1,14918,163
gla 200,1/06/2019,0,65000,1,0,27500,136
glb 200,1/06/2020,0,29000,1,0,38000,150
glk 220,1/03/2011,0,164000,1,1,12000,170
c 220,1/04/2022,0,17000,1,0,59500,190
g 350,1/12/2016,0,103000,1,0,99500,245
b 180,1/07/2020,0,37000,1,0,29500,116
gle 250,1/09/2017,0,175300,1,1,38000,204
glc 250,1/12/2018,0,102831,0,0,36900,204
glc 220,1/03/2018,0,99332,0,0,34400,170
gla 180,1/11/2016,0,65752,0,1,19499,109
c 220,1/12/2017,0,85270,0,0,31900,170
e 220,1/06/2011,0,115000,1,1,20000,170
v 250,1/05/2019,0,80000,1,0,58000,194
a 200,1/04/2016,0,128000,1,1,19500,136
glc 220,1/01/2020,0,19136,0,0,58000,194
a 180,1/12/2013,0,201000,1,1,11900,109
a 200,1/05/2017,0,85000,1,1,23200,136
b 180,1/02/2020,0,62000,0,0,31900,116
cla 180,1/01/2016,0,159926,0,1,16000,109
cla 200,1/11/2020,0,43000,0,0,41900,150
cla 200,1/03/2022,0,14497,1,0,42000,150
c 220,1/12/2011,0,128000,1,0,9500,170
cla 220,1/07/2016,0,105000,1,1,24000,177
gla 220,1/12/2016,0,135000,1,1,24500,177
e 220,1/10/2018,0,89600,0,0,44900,194
vito,1/12/2017,0,149000,0,1,16500,114
cla 220,1/12/2015,0,114000,0,0,18900,170
a 180,1/06/2019,0,50795,0,0,24650,116
a 180,1/08/2013,0,171000,1,1,11400,109
c 220,1/09/2017,0,98000,1,1,33600,170
c 220,1/12/2016,0,87600,0,0,33800,170
cla 220,1/04/2018,0,95000,0,0,27900,177
c 180,1/02/2016,0,94000,1,0,18700,116
a 180,1/07/2021,0,34322,0,0,35000,116
gla 200,1/10/2016,0,106000,1,1,20000,136
vito,1/03/2010,0,255063,0,0,14200,150
c 220,1/02/2021,0,45600,0,0,36400,194
b 200,1/06/2018,0,98000,0,0,19000,136
glc 220,1/12/2018,0,115897,0,0,31900,170
cla 200,1/09/2017,0,95000,0,0,19900,136
gla 180,1/10/2016,0,76000,1,1,19500,109
c 180,1/05/2015,0,200000,0,0,14400,116
glc 250,1/02/2018,0,70000,1,1,40000,204
a 160,1/12/2013,0,190000,1,1,11000,90
c 220,1/06/2018,0,163000,1,0,27800,170
glc 250,1/01/2017,0,210000,1,0,29500,204
a 180,1/04/2019,0,145000,1,0,27000,116
glc 220,1/03/2017,0,118000,0,0,38000,170
b 180,1/06/2014,0,165000,0,1,10900,109
c 220,1/11/2018,0,57000,1,0,25500,170
e 200,1/03/2021,0,50024,0,0,36900,160
gla 220,1/09/2017,0,14322,0,0,30499,177
c 200,1/06/2020,0,46965,0,0,29900,160
b 200,1/01/2015,0,173000,1,1,11900,136
b 200,1/12/2021,0,27600,0,0,33890,150
glc 250,1/01/2019,0,53183,0,0,49900,204
gla 180,1/07/2016,0,118850,0,1,19400,109
e 200,1/03/2022,0,15246,0,0,46900,160
gla 180,1/10/2015,0,179000,0,0,16900,109
gla 200,1/06/2016,0,175000,0,1,18900,136
glc 220,1/01/2020,0,64281,0,0,53900,194
gla 180,1/11/2017,0,112100,0,0,19700,109
e 200,1/10/2018,0,150000,0,0,23990,150
a 180,1/02/2020,0,70152,0,0,25500,116
a 180,1/02/2017,0,88000,1,1,19900,109
gle 300,1/03/2023,0,15000,0,0,86900,245
cla 200,1/12/2021,0,60000,1,0,38000,245
b 180,1/06/2019,0,22154,0,0,30900,116
glc 220,1/09/2017,0,86000,0,0,34500,170
e 220,1/12/2017,0,45000,0,0,32900,194
gle 350,1/11/2017,0,98000,0,0,45500,258
e 200,1/09/2014,0,140000,1,0,16900,136
a 180,1/02/2015,0,132000,0,0,16700,109
c 220,1/04/2010,0,174000,0,0,13950,170
glc 220,1/01/2017,0,114000,1,0,42500,170
cla 200,1/12/2017,0,99000,0,0,25000,136
s1rinter,1/01/2021,0,202841,0,0,32500,190
b 180,1/10/2019,0,55000,1,0,29499,116
c 220,1/04/2018,0,158000,0,0,21400,170
v 250,1/04/2019,0,84500,0,0,54900,190
gla 200,1/10/2015,0,117000,1,1,20499,136
glc 220,1/01/2023,0,11000,1,1,59500,194
a 180,1/07/2021,0,27200,0,0,33990,116
a 180,1/12/2015,0,128000,1,1,15000,109
e 220,1/09/2018,0,66116,0,0,35900,194
v 250,1/04/2021,0,57500,1,0,80000,190
a 180,1/07/2020,0,57795,0,0,27700,116
e 220,1/10/2017,0,150000,1,1,40000,194
gla 220,1/01/2016,0,45000,1,1,28000,170
b 180,1/12/2017,0,130000,0,1,16490,109
b 160,1/05/2014,0,181249,0,1,8500,90
b 180,1/07/2020,0,51074,0,0,26000,116
gla 200,1/09/2022,0,9000,0,0,45900,150
cla 220,1/09/2021,0,29000,1,0,42700,190
b 180,1/08/2020,0,49999,0,0,30950,116
glb 200,1/06/2021,0,26374,0,0,44500,150
b 180,1/06/2010,0,164100,1,1,5500,109
glc 250,1/12/2018,0,44362,0,0,41300,204
cla 220,1/08/2019,0,117921,0,0,25990,136
a 180,1/12/2013,0,135000,1,1,13700,109
glc 250,1/12/2018,0,110202,0,0,39000,204
gla 200,1/01/2022,0,14500,1,0,45000,150
c 220,1/10/2016,0,114817,0,0,19999,170
glk 220,1/08/2010,0,135000,0,0,13700,170
b 180,1/12/2019,0,51445,0,1,25900,116
c 250,1/07/2016,0,51194,0,0,28699,204
gla 200,1/05/2018,0,27000,1,0,31000,136
cla 200,1/05/2020,0,120000,0,0,37999,150
glc 250,1/06/2019,0,54000,0,0,36900,204
e 220,1/04/2019,0,82260,0,0,44000,194
e 350,1/03/2016,0,76000,1,0,39000,258
c 220,1/06/2018,0,104248,0,0,22900,170
c 220,1/07/2017,0,100000,0,0,28400,170
a 200,1/11/2012,0,208000,1,0,10800,136
gla 200,1/06/2017,0,79000,1,0,25000,136
glc 250,1/02/2019,0,146712,0,0,33900,204
b 180,1/03/2013,0,190000,1,1,12000,109
a 180,1/07/2014,0,40000,1,1,17000,109
b 180,1/03/2021,0,60500,0,0,31800,116
cla 220,1/04/2016,0,115500,1,0,23000,177
glc 250,1/10/2018,0,80000,1,1,42000,204
cl,1/02/2010,0,133018,0,0,18900,231
c 220,1/06/2011,0,151000,1,0,14500,170
a 180,1/06/2013,0,212000,0,0,15800,109
b 180,1/07/2019,0,79124,0,0,26990,116
cla 180,1/05/2019,0,160000,1,0,28900,116
a 180,1/06/2015,0,177000,0,1,11990,109
s 350,1/01/2015,0,100000,1,1,40000,258
b 180,1/07/2019,0,87407,0,0,25000,116
e 220,1/02/2017,0,105914,0,0,32800,193
glc 220,1/05/2017,0,148876,0,0,29900,170
a 180,1/12/2013,0,100000,1,1,14500,109
c 200,1/03/2013,0,183500,0,0,11600,136
b 180,1/02/2020,0,84781,0,0,27500,116
glb 200,1/06/2020,0,38000,1,1,43000,150
e 220,1/01/2019,0,58733,0,0,42800,193
glc 300,1/11/2019,0,53000,0,0,45900,24
a 180,1/01/2021,0,25325,0,0,29500,116
cla 200,1/06/2014,0,50500,1,1,24000,136
viano,1/03/2013,0,47000,0,1,29800,163
a 180,1/05/2019,0,85000,0,0,26400,116
a 180,1/03/2016,0,185500,0,0,17950,109
e 220,1/10/2019,0,132000,1,1,39200,194
gla 200,1/08/2020,0,73000,1,0,45000,150
gle 250,1/02/2018,0,120000,1,0,38000,204
c 220,1/02/2022,0,9900,0,0,46450,194
glk 200,1/01/2011,0,250000,1,1,12000,143
c 220,1/12/2011,0,230000,1,0,10000,170
c 220,1/05/2018,0,18494,0,1,30526,170
c 220,1/01/2015,0,133000,1,1,16000,170
gl 350,1/11/2014,0,117000,0,0,34900,258
e 220,1/10/2010,0,192000,1,1,11000,170
a 180,1/02/2016,0,123520,1,1,16000,109
a 180,1/02/2017,0,103900,0,1,17900,109
a 200,1/06/2014,0,64000,1,1,17000,136
glc 300,1/01/2020,0,69761,0,0,58900,245
cla 220,1/02/2016,0,105319,0,0,22400,177
b 180,1/07/2012,0,202000,1,1,10999,109
a 180,1/05/2021,0,29000,1,0,29900,116
gla 200,1/10/2017,0,75616,1,1,25500,136
gla 200,1/10/2016,0,32000,0,0,22900,136
a 180,1/03/2019,0,60542,0,0,29900,116
a 180,1/01/2019,0,130000,0,0,23500,116
c 200,1/07/2015,0,190000,1,1,16990,177
c 200,1/02/2012,0,164000,0,0,12900,136
gla 200,1/03/2017,0,120000,1,1,24900,136
glc 250,1/10/2017,0,70000,0,0,36000,204
glc 250,1/10/2019,0,96572,0,1,38800,204
e 350,1/06/2015,0,121216,0,1,23600,258
gle 350,1/12/2015,0,130000,1,1,38500,258
v,1/04/2015,0,390000,1,0,27700,136
c 220,1/07/2020,0,28000,1,1,45000,194
glc 300,1/07/2019,0,51690,0,0,54700,245
e 220,1/03/2019,0,114000,1,0,46000,194
cla 220,1/01/2019,0,45000,1,1,32000,170
b 180,1/01/2018,0,73000,1,1,19500,109
cla 180,1/04/2016,0,69444,1,1,22900,109
a 180,1/05/2017,0,72500,0,0,19800,109
e 220,1/02/2022,0,26132,0,1,47300,194
b 180,1/05/2018,0,65300,1,1,20600,116
a 200,1/03/2015,0,150000,1,1,14800,136
c 220,1/07/2018,0,160000,1,0,22500,194
b 180,1/12/2019,0,67385,0,0,24800,116
glc 220,1/03/2021,0,48000,0,0,58700,194
viano,1/04/2012,0,310000,1,0,18900,163
glc 250,1/03/2017,0,55000,1,1,45000,205
b 180,1/07/2020,0,51074,0,0,26000,116
a 180,1/05/2015,0,119621,0,1,14700,109
b 180,1/06/2011,0,190000,0,1,5300,109
gls 350,1/01/2019,0,55431,0,1,74000,286
c 220,1/09/2010,0,179000,0,1,10900,170
glc 250,1/01/2018,0,36000,1,1,46000,204
b 180,1/04/2021,0,24000,0,0,24500,116
cls 350,1/10/2019,0,169500,1,1,42800,286
cla 220,1/01/2018,0,72000,0,0,26400,177
cla 180,1/05/2016,0,55000,1,0,22900,109
ml 250,1/04/2014,0,164000,1,1,20000,204
glc 250,1/09/2018,0,116430,0,0,33990,204
e 220,1/10/2017,0,89000,1,1,29000,194
a 180,1/03/2022,0,12401,0,0,30600,116
gla 220,1/10/2015,0,110000,1,1,25000,177
a 200,1/07/2016,0,150000,1,1,17750,136
a 200,1/11/2016,0,116000,1,1,20500,136
a 180,1/10/2021,0,5000,0,0,30000,116
glk 200,1/04/2014,0,235000,1,1,14800,143
c 220,1/06/2018,0,69395,0,0,25800,170
a 180,1/02/2020,0,44709,0,0,27900,116
b 180,1/03/2010,0,182000,0,1,5900,109
glc 250,1/10/2018,0,88865,0,0,44000,204
c 200,1/04/2018,0,111000,1,1,30000,136
gle 250,1/07/2017,0,121000,1,1,28000,204
e 350,1/06/2018,0,50000,0,0,50000,258
s1rinter,1/03/2017,0,128771,0,0,38716,131
e 220,1/04/2019,0,42780,0,0,39900,194
b 200,1/04/2015,0,59800,0,0,17900,136
b 180,1/04/2016,0,93900,0,0,15900,109
cla 200,1/06/2015,0,145000,1,1,18500,136
c 220,1/10/2017,0,88152,0,0,22700,170
gle 300,1/06/2019,0,102276,0,0,61900,245
a 180,1/11/2011,0,124000,1,1,5500,109
a 180,1/12/2018,0,50000,0,1,28900,116
g,1/03/2022,0,6200,0,0,185000,330
s1rinter,1/01/2015,0,315000,1,1,28000,163
b 200,1/02/2016,0,227000,0,0,19500,136
c 220,1/05/2017,0,158000,0,0,27000,170
glc 220,1/09/2019,0,55200,0,0,49900,194
cla 200,1/05/2021,0,16834,0,0,38900,150
a 200,1/01/2013,0,158000,1,1,19000,136
c 250,1/12/2011,0,209000,0,1,10800,204
e 220,1/07/2018,0,82000,0,0,36960,194
c 220,1/05/2010,0,184000,0,0,10900,170
e 250,1/12/2012,0,116000,1,1,17400,204
cla 180,1/03/2022,0,28054,0,0,37900,116
gle 350,1/01/2016,0,220000,1,1,40000,258
glc 250,1/12/2017,0,91585,0,0,47950,204
e 220,1/02/2018,0,65000,1,0,42000,194
glk 220,1/03/2011,0,110000,1,1,17500,170
glb 200,1/06/2020,0,64000,1,0,38000,150
gla 200,1/12/2017,0,116500,0,0,24999,136
gla 220,1/07/2015,0,105000,0,0,23900,170
glc 300,1/07/2020,0,37000,1,0,65000,245
gle 400,1/09/2020,0,82158,0,0,73900,330
gla 200,1/03/2017,0,102000,0,0,24900,136
glc 250,1/03/2018,0,50000,0,0,39500,204
gle 250,1/08/2017,0,83700,1,0,32000,204
v,1/10/2019,0,63000,1,1,57900,190
b 160,1/06/2020,0,40384,0,1,27400,95
glc 250,1/08/2017,0,14555,1,0,49900,204
b 200,1/11/2019,0,20820,0,0,34700,150
a 180,1/06/2019,0,68000,1,1,25000,116
vito,1/05/2019,0,80000,1,1,34900,163
citan,1/06/2018,0,136718,0,1,14200,110
cls 350,1/05/2010,0,185000,0,0,12850,224
a 180,1/11/2015,0,144000,0,1,14980,109
glc 220,1/01/2022,0,18797,0,0,62900,194
glc 300,1/10/2019,0,94800,0,0,47900,245
b 180,1/03/2010,0,250000,0,0,5990,109
cla 180,1/09/2021,0,38492,0,0,33500,116
cls 250,1/11/2016,0,122000,1,0,26500,204
gle 300,1/10/2021,0,91042,0,0,59900,245
e 220,1/03/2017,0,116000,0,0,32220,194
b 200,1/05/2020,0,95078,0,0,35900,150
c 180,1/03/2015,0,122000,1,1,19000,116
a 180,1/07/2021,0,41623,0,0,29700,116
a 180,1/04/2014,0,116000,0,0,16500,109
a 180,1/09/2018,0,59000,1,0,28000,116
c 200,1/10/2015,0,91000,1,1,19500,136
b 180,1/12/2016,0,80000,1,1,17000,109
e 220,1/12/2017,0,70000,0,0,33850,194
a 180,1/03/2021,0,21905,0,0,31890,116
glc 220,1/11/2019,0,41084,0,0,42600,193
glc 250,1/11/2016,0,49000,0,0,39500,204
a 180,1/01/2013,0,193000,1,1,11500,109
a 180,1/11/2019,0,62928,0,0,24900,116
c 300,1/03/2022,0,5183,0,0,57400,265
e 220,1/11/2019,0,78844,0,1,38000,194
b 180,1/07/2019,0,79946,0,1,27500,116
b 200,1/07/2014,0,212900,1,1,9000,136
a 180,1/03/2015,0,118000,1,1,14950,109
citan,1/10/2016,0,136700,0,1,11000,90
c 220,1/11/2022,0,13000,0,0,49800,194
glc 250,1/06/2018,0,49000,1,0,50000,204
ml 250,1/01/2014,0,140000,0,0,27000,204
a 180,1/10/2019,0,31000,1,1,26300,116
c 220,1/01/2013,0,220000,1,1,12000,170
a 180,1/03/2011,0,200000,1,0,3500,109
b 180,1/12/2013,0,100000,1,1,15500,109
c 220,1/09/2017,0,173000,0,0,18999,170
e 280,1/12/2010,0,92525,1,0,10000,193
c 180,1/05/2014,0,211880,1,0,8500,120
cla 220,1/09/2016,0,130000,0,0,21500,177
a 200,1/03/2022,0,22000,0,0,36500,150
glc 220,1/11/2020,0,48977,0,0,51300,194
cla 180,1/05/2022,0,7386,0,1,38500,116
cls 250,1/04/2015,0,1000,0,0,25000,204
b 180,1/05/2013,0,170000,0,0,10100,109
cla 200,1/01/2017,0,78000,1,0,27000,136
glc 250,1/09/2018,0,55029,0,0,38900,204
c 250,1/07/2018,0,82019,0,1,32900,204
cla 220,1/02/2019,0,49800,0,0,30500,170
c 200,1/10/2020,0,30859,0,0,36900,160
gla 200,1/12/2014,0,115000,0,1,23000,136
glc 250,1/05/2017,0,97168,0,0,42900,204
e 220,1/04/2015,0,180000,1,0,22000,170
glc 250,1/10/2018,0,34500,1,1,38000,204
a 180,1/10/2019,0,49000,1,1,28600,116
a 180,1/01/2016,0,80000,1,0,17900,109
b 200,1/02/2022,0,26998,0,0,35800,150
b 180,1/08/2020,0,58800,1,0,29900,116
cla 200,1/07/2015,0,128000,1,1,20500,136
a 180,1/10/2015,0,75000,1,1,16900,80
glc 220,1/10/2018,0,77000,1,1,55000,170
e 200,1/05/2014,0,187000,0,0,15990,136
glc 220,1/11/2021,0,27000,1,0,61500,194
e 220,1/07/2016,0,130347,0,1,26500,194
citan,1/10/2017,0,127000,0,1,12999,90
cla 220,1/05/2017,0,84422,0,1,25990,177
a 160,1/06/2018,0,104000,1,1,18500,90
a 180,1/06/2017,0,161000,0,1,16500,109
c 220,1/03/2021,0,72495,0,0,40500,194
ml 250,1/05/2013,0,334292,0,0,15000,204
a 180,1/06/2018,0,116544,0,1,21650,109
cla 200,1/11/2021,0,28486,0,1,39000,150
b 180,1/03/2018,0,78000,1,1,20500,109
b 180,1/03/2010,0,170800,0,1,6700,109
x 250,1/11/2018,0,132657,0,0,32000,190
cla 180,1/09/2017,0,99000,0,1,18250,109
e 220,1/07/2017,0,149712,0,0,28700,193
b 200,1/05/2019,0,59900,0,0,26400,150
gla 200,1/10/2016,0,280396,0,0,15000,136
c 220,1/07/2018,0,123000,0,0,31000,194
b 180,1/10/2019,0,48000,1,0,30000,116
b 180,1/11/2016,0,155000,1,1,15000,109
citan,1/12/2021,0,27049,0,1,24400,95
glc 220,1/10/2020,0,19000,1,0,56500,194
a 180,1/04/2013,0,103000,0,0,14500,109
gle 350,1/04/2018,0,130000,0,0,51000,258
a 180,1/08/2018,0,59985,0,0,24500,116
ml 250,1/06/2013,0,220544,0,0,24990,204
glc 200,1/12/2020,0,22654,0,0,40900,163
a 180,1/01/2019,0,231000,0,0,17800,116
g 400,1/05/2022,0,9750,0,0,169500,330
ml 250,1/06/2013,0,182000,0,0,21500,204
e 220,1/03/2019,0,90619,0,0,39400,194
a 180,1/03/2012,0,98000,1,1,7900,109
c 220,1/09/2015,0,118000,1,0,25500,170
glc 220,1/04/2018,0,19011,0,0,37900,170
e 220,1/01/2021,0,10309,0,0,59900,194
glc 250,1/09/2016,0,125960,0,0,30100,204
glc 250,1/11/2015,0,66824,0,0,32900,204
c 200,1/06/2022,0,8892,0,0,50500,163
glc 300,1/02/2020,0,65360,0,0,51300,245
cls 220,1/12/2015,0,138393,0,0,24850,170
c 220,1/12/2019,0,104857,0,1,33000,170
a 180,1/01/2013,0,170000,1,1,14000,109
gle 350,1/04/2017,0,177468,0,0,37990,258
c 220,1/09/2015,0,120000,1,1,18500,170
gle 350,1/07/2018,0,114382,0,1,48400,258
a 180,1/09/2019,0,95000,1,1,28350,116
b 200,1/06/2019,0,32500,0,0,28400,150
glc 250,1/08/2019,0,110000,1,1,33000,204
glc 300,1/03/2021,0,47889,0,0,56900,245
s1rinter,1/10/2018,0,136355,0,1,22000,116
b 180,1/06/2017,0,112352,1,0,17000,109
b 180,1/07/2012,0,146000,1,1,14800,109
a 180,1/10/2018,0,61860,0,0,24600,116
cla 220,1/12/2016,0,148366,0,0,20990,177
c 220,1/05/2021,0,10533,0,0,43890,193
glc 220,1/01/2019,0,79000,0,0,34900,170
a 180,1/06/2017,0,99000,1,1,22900,109
glc 250,1/03/2016,0,163169,0,1,29000,204
cla 220,1/02/2019,0,88000,1,1,26000,170
cla 200,1/01/2020,0,65000,1,1,37500,150
a 180,1/02/2017,0,65000,1,1,21900,109
gle 300,1/05/2019,0,104384,0,0,58000,245
glc 250,1/08/2018,0,62200,0,0,47000,204
cla 220,1/07/2016,0,136219,0,0,21500,177
c 220,1/11/2013,0,325000,1,0,11000,170
gla 180,1/01/2016,0,120000,1,0,19000,109
a 180,1/03/2017,0,120000,1,0,17900,109
e 220,1/06/2017,0,162000,0,0,22900,194
b 180,1/06/2014,0,120000,1,0,12300,109
e 220,1/03/2012,0,82000,0,1,22900,170
glc 300,1/10/2019,0,74566,0,0,59900,245
gla 200,1/09/2017,0,58000,1,1,24000,136
a 180,1/04/2019,0,168502,0,1,19900,116
glc 200,1/10/2019,0,124900,0,0,34900,163
e 220,1/06/2019,0,69200,0,0,39900,194
c 220,1/06/2021,0,10651,0,0,46900,194
c 220,1/02/2011,0,356980,1,1,5000,170
cla 200,1/10/2014,0,117000,1,1,18800,136
cla 200,1/03/2017,0,123000,1,1,21500,136
c 220,1/12/2013,0,322000,0,0,8500,170
s 350,1/01/2016,0,194000,0,0,43900,258
a 180,1/06/2022,0,20000,1,1,36500,116
glk 220,1/05/2010,0,215415,0,0,10200,170
g,1/12/2012,0,154140,0,0,69000,211
b 180,1/03/2017,0,170000,0,0,14990,109
b 180,1/07/2020,0,54800,0,0,26490,116
a 200,1/12/2015,0,170000,1,1,16999,136
e 250,1/06/2010,0,218000,1,1,10300,204
gla 180,1/03/2018,0,97196,0,0,24900,109
a 200,1/05/2019,0,66710,1,1,32999,150
s1rinter,1/05/2017,0,318000,0,1,22500,143
vito,1/10/2020,0,34000,0,1,25990,136
c 200,1/02/2015,0,147000,0,0,18500,136
gla 220,1/09/2022,0,7000,1,0,46000,190
glc 220,1/10/2020,0,18475,0,0,51990,194
e 220,1/02/2019,0,157684,0,0,43000,194
gle 400,1/01/2022,0,14008,0,0,94690,330
c 220,1/12/2016,0,142000,1,1,19500,170
a 180,1/01/2019,0,43551,0,0,31400,116
b 200,1/03/2015,0,105000,1,0,17000,136
c 220,1/05/2021,0,67432,0,0,38500,194
a 200,1/02/2016,0,124500,1,1,17500,136
a 180,1/09/2013,0,265000,1,1,10500,109
a 180,1/12/2018,0,49000,1,0,27999,116
gla 200,1/06/2015,0,28000,1,1,24800,136
b 180,1/05/2018,0,47800,0,1,20900,109
glc 250,1/10/2016,0,120000,0,1,25900,204
a 180,1/04/2013,0,95576,0,1,13500,109
e 220,1/06/2014,0,160000,1,0,17999,170
glc 300,1/03/2020,0,34000,1,1,51000,245
c 220,1/07/2017,0,147000,1,0,24900,170
glc 250,1/06/2017,0,74202,0,0,32900,204
glc 350,1/06/2017,0,139900,0,0,38900,258
a 160,1/02/2011,0,200000,1,1,4000,82
gla 220,1/03/2022,0,26774,0,1,48900,190
e 200,1/06/2015,0,420000,1,0,14000,136
vito,1/10/2018,0,69200,0,0,41300,163
cla 180,1/03/2016,0,95000,1,1,19500,109
gla 220,1/12/2018,0,68000,0,1,29900,170
c 180,1/09/2019,0,116000,1,1,25000,122
c 220,1/11/2017,0,131000,0,1,19950,170
b 180,1/11/2019,0,40454,0,1,27900,116
e 200,1/11/2017,0,98982,0,0,31400,150
e 220,1/03/2018,0,68380,1,0,41500,194
c 220,1/12/2014,0,519470,0,1,9870,170
gla 200,1/08/2016,0,180000,1,0,22000,136
c 250,1/07/2016,0,195600,1,0,32500,204
a 220,1/09/2021,0,27540,0,0,41400,190
gla 200,1/05/2018,0,73000,0,1,25500,136
cls 250,1/06/2015,0,160000,1,1,24000,204
cla 200,1/09/2020,0,45846,0,0,29990,150
e 220,1/12/2011,0,120000,1,0,19250,170
e 200,1/07/2020,0,180000,1,1,27000,160
b 180,1/12/2014,0,119000,0,1,13950,109
gla 200,1/04/2015,0,98000,1,0,20000,136
e 220,1/06/2015,0,198000,0,0,24900,170
gla 200,1/10/2014,0,140000,1,1,16500,136
cla 180,1/01/2017,0,93000,1,0,22900,109
b 180,1/07/2015,0,150000,0,1,13500,109
c 200,1/01/2012,0,160000,1,1,11500,136
a 180,1/10/2021,0,17900,0,0,32700,116
c 220,1/12/2015,0,170000,1,0,16500,170
glc 220,1/01/2020,0,62000,1,1,48000,194
b 180,1/12/2019,0,27164,0,0,28900,116
e 250,1/10/2011,0,232102,0,0,14900,204
glk 220,1/05/2015,0,235000,1,0,14000,170
cla 200,1/12/2020,0,59550,0,0,35900,150
c 220,1/09/2011,0,171500,1,0,10000,170
s 350,1/05/2016,0,160000,0,0,49800,258
b 200,1/01/2014,0,157768,0,0,13900,136
b 180,1/06/2021,0,29241,0,0,29300,116
b 180,1/01/2020,0,77963,0,0,24500,116
gle 350,1/03/2016,0,149000,0,0,41900,258
e 220,1/09/2020,0,68000,0,0,42800,194
220,1/07/2016,0,70200,1,0,22000,170
glk 220,1/10/2015,0,143374,0,0,20900,170
a 180,1/01/2010,0,186686,1,0,5700,109
c 180,1/05/2019,0,46000,1,0,24000,122
a 180,1/07/2013,0,128900,0,1,13900,109
b 160,1/02/2020,0,45000,0,1,25900,95
b 200,1/02/2017,0,88000,1,1,19000,136
cla 180,1/05/2022,0,9922,0,1,37900,116
glc 220,1/10/2017,0,77000,1,1,34900,170
b 180,1/02/2019,0,68000,0,0,28800,116
a 180,1/11/2013,0,108622,0,1,14990,109
c 220,1/11/2020,0,17834,0,1,48000,194
a 180,1/12/2014,0,150000,1,1,15000,109
a 180,1/05/2014,0,97000,0,0,16900,109
glc 220,1/11/2017,0,145000,1,0,29000,238
gla 180,1/04/2021,0,90000,0,0,38400,116
c 220,1/01/2019,0,119000,1,0,28000,194
ml 350,1/06/2010,0,196000,1,0,15000,211
a 200,1/12/2017,0,71000,1,1,21000,136
cla 220,1/12/2013,0,130000,1,1,17500,170
a 180,1/05/2022,0,12345,0,0,28600,116
b 160,1/05/2018,0,44000,0,1,20600,90
ml 350,1/11/2010,0,207169,1,0,13000,211
gla 220,1/04/2015,0,150000,1,0,19800,170
a 180,1/09/2015,0,181000,1,1,17500,109
e 220,1/01/2019,0,29000,1,1,54990,179
c 220,1/03/2021,0,75230,0,0,42400,194
a 180,1/06/2015,0,130000,1,1,14000,109
vito,1/03/2010,0,158000,1,1,16000,102
a 200,1/04/2016,0,114500,0,0,20950,136
e 220,1/11/2017,0,35800,1,1,30000,194
cla 220,1/03/2019,0,43000,1,1,33500,177
b 180,1/10/2020,0,49950,0,0,29900,116
a 180,1/08/2015,0,145000,0,1,16490,109
c 200,1/02/2011,0,269000,0,0,5900,136
cls 350,1/11/2013,0,135000,0,0,25900,265
gle 350,1/03/2019,0,110432,0,0,57900,258
glc 220,1/07/2020,0,42342,0,0,44400,193
cla 200,1/06/2021,0,55000,0,0,37990,150
glc 250,1/02/2018,0,127535,1,0,36500,204
glc 220,1/12/2019,0,50367,0,0,45500,194
c 200,1/05/2022,0,11992,0,0,50900,163
s1rinter,1/12/2015,0,32000,1,0,39900,129
gla 200,1/02/2019,0,43360,1,0,31800,136
a 180,1/10/2012,0,201000,1,0,13000,109
gle 250,1/11/2016,0,106657,0,0,32900,204
s 400,1/03/2018,0,160000,1,1,65000,340
glb 200,1/11/2021,0,13900,0,0,45900,150
ml 250,1/02/2014,0,68820,1,0,29000,204
e 220,1/11/2021,0,27768,0,0,46900,194
b 180,1/12/2016,0,145000,0,1,16900,109
c 220,1/04/2019,0,37000,1,1,31500,194
gle 250,1/03/2017,0,125000,1,1,40000,204
